date,status,attacker,victim,leg_infrence_cnts,sus_infrence_cnts,path_cnts,type,valid_origin,recurrent,local,inference_id,leg_flag,sus_flag
2022-12-21,sus,57463,61152,9,1,1,1,True,True,True,1,0,1
2022-12-21,sus,57463,61152,9,1,1,1,True,True,True,2,1,0
2022-12-21,sus,57463,61152,9,1,1,1,True,True,True,3,1,0
2022-12-21,sus,57463,61152,9,1,1,1,True,True,True,4,1,0
2022-12-21,sus,57463,61152,9,1,1,1,True,True,True,5,1,0
2022-12-21,sus,57463,61152,9,1,1,1,True,True,True,6,1,0
2022-12-21,sus,57463,61152,9,1,1,1,True,True,True,7,1,0
2022-12-21,sus,57463,61152,9,1,1,1,True,True,True,8,1,0
2022-12-21,sus,57463,61152,9,1,1,1,True,True,True,9,1,0
2022-12-21,sus,57463,61152,9,1,1,1,True,True,True,10,1,0
2022-12-21,sus,269647,271668,0,10,111,1,True,True,False,1,0,111
2022-12-21,sus,269647,271668,0,10,111,1,True,True,False,2,0,111
2022-12-21,sus,269647,271668,0,10,111,1,True,True,False,3,0,111
2022-12-21,sus,269647,271668,0,10,111,1,True,True,False,4,0,111
2022-12-21,sus,269647,271668,0,10,111,1,True,True,False,5,0,111
2022-12-21,sus,269647,271668,0,10,111,1,True,True,False,6,0,111
2022-12-21,sus,269647,271668,0,10,111,1,True,True,False,7,0,111
2022-12-21,sus,269647,271668,0,10,111,1,True,True,False,8,0,111
2022-12-21,sus,269647,271668,0,10,111,1,True,True,False,9,0,111
2022-12-21,sus,269647,271668,0,10,111,1,True,True,False,10,0,111
2022-12-21,sus,7195,52251,8,2,9,"1,2,3",True,True,False,1,0,9
2022-12-21,sus,7195,52251,8,2,9,"1,2,3",True,True,False,2,0,9
2022-12-21,sus,7195,52251,8,2,9,"1,2,3",True,True,False,3,7,2
2022-12-21,sus,7195,52251,8,2,9,"1,2,3",True,True,False,4,7,2
2022-12-21,sus,7195,52251,8,2,9,"1,2,3",True,True,False,5,7,2
2022-12-21,sus,7195,52251,8,2,9,"1,2,3",True,True,False,6,9,0
2022-12-21,sus,7195,52251,8,2,9,"1,2,3",True,True,False,7,9,0
2022-12-21,sus,7195,52251,8,2,9,"1,2,3",True,True,False,8,7,2
2022-12-21,sus,7195,52251,8,2,9,"1,2,3",True,True,False,9,9,0
2022-12-21,sus,7195,52251,8,2,9,"1,2,3",True,True,False,10,9,0
2022-12-21,sus,200638,213273,0,10,60,1,True,True,False,1,1,59
2022-12-21,sus,200638,213273,0,10,60,1,True,True,False,2,0,60
2022-12-21,sus,200638,213273,0,10,60,1,True,True,False,3,2,58
2022-12-21,sus,200638,213273,0,10,60,1,True,True,False,4,1,59
2022-12-21,sus,200638,213273,0,10,60,1,True,True,False,5,7,53
2022-12-21,sus,200638,213273,0,10,60,1,True,True,False,6,0,60
2022-12-21,sus,200638,213273,0,10,60,1,True,True,False,7,0,60
2022-12-21,sus,200638,213273,0,10,60,1,True,True,False,8,6,54
2022-12-21,sus,200638,213273,0,10,60,1,True,True,False,9,0,60
2022-12-21,sus,200638,213273,0,10,60,1,True,True,False,10,6,54
2022-12-21,sus,51185,213052,6,4,1,1,True,True,True,1,0,1
2022-12-21,sus,51185,213052,6,4,1,1,True,True,True,2,0,1
2022-12-21,sus,51185,213052,6,4,1,1,True,True,True,3,0,1
2022-12-21,sus,51185,213052,6,4,1,1,True,True,True,4,0,1
2022-12-21,sus,51185,213052,6,4,1,1,True,True,True,5,1,0
2022-12-21,sus,51185,213052,6,4,1,1,True,True,True,6,1,0
2022-12-21,sus,51185,213052,6,4,1,1,True,True,True,7,1,0
2022-12-21,sus,51185,213052,6,4,1,1,True,True,True,8,1,0
2022-12-21,sus,51185,213052,6,4,1,1,True,True,True,9,1,0
2022-12-21,sus,51185,213052,6,4,1,1,True,True,True,10,1,0
2022-12-21,sus,8492,48024,5,5,1,1,True,True,True,1,0,1
2022-12-21,sus,8492,48024,5,5,1,1,True,True,True,2,0,1
2022-12-21,sus,8492,48024,5,5,1,1,True,True,True,3,0,1
2022-12-21,sus,8492,48024,5,5,1,1,True,True,True,4,0,1
2022-12-21,sus,8492,48024,5,5,1,1,True,True,True,5,1,0
2022-12-21,sus,8492,48024,5,5,1,1,True,True,True,6,0,1
2022-12-21,sus,8492,48024,5,5,1,1,True,True,True,7,1,0
2022-12-21,sus,8492,48024,5,5,1,1,True,True,True,8,1,0
2022-12-21,sus,8492,48024,5,5,1,1,True,True,True,9,1,0
2022-12-21,sus,8492,48024,5,5,1,1,True,True,True,10,1,0
2022-12-21,sus,28285,132203,9,1,1,1,True,True,False,1,0,1
2022-12-21,sus,28285,132203,9,1,1,1,True,True,False,2,1,0
2022-12-21,sus,28285,132203,9,1,1,1,True,True,False,3,1,0
2022-12-21,sus,28285,132203,9,1,1,1,True,True,False,4,1,0
2022-12-21,sus,28285,132203,9,1,1,1,True,True,False,5,1,0
2022-12-21,sus,28285,132203,9,1,1,1,True,True,False,6,1,0
2022-12-21,sus,28285,132203,9,1,1,1,True,True,False,7,1,0
2022-12-21,sus,28285,132203,9,1,1,1,True,True,False,8,1,0
2022-12-21,sus,28285,132203,9,1,1,1,True,True,False,9,1,0
2022-12-21,sus,28285,132203,9,1,1,1,True,True,False,10,1,0
2022-12-21,sus,835,8674,7,3,2,2,True,True,False,1,0,2
2022-12-21,sus,835,8674,7,3,2,2,True,True,False,2,0,2
2022-12-21,sus,835,8674,7,3,2,2,True,True,False,3,0,2
2022-12-21,sus,835,8674,7,3,2,2,True,True,False,4,2,0
2022-12-21,sus,835,8674,7,3,2,2,True,True,False,5,2,0
2022-12-21,sus,835,8674,7,3,2,2,True,True,False,6,2,0
2022-12-21,sus,835,8674,7,3,2,2,True,True,False,7,2,0
2022-12-21,sus,835,8674,7,3,2,2,True,True,False,8,2,0
2022-12-21,sus,835,8674,7,3,2,2,True,True,False,9,2,0
2022-12-21,sus,835,8674,7,3,2,2,True,True,False,10,2,0
2022-12-21,sus,17571,142005,0,10,733,1,True,True,False,1,0,733
2022-12-21,sus,17571,142005,0,10,733,1,True,True,False,2,0,733
2022-12-21,sus,17571,142005,0,10,733,1,True,True,False,3,0,733
2022-12-21,sus,17571,142005,0,10,733,1,True,True,False,4,3,730
2022-12-21,sus,17571,142005,0,10,733,1,True,True,False,5,0,733
2022-12-21,sus,17571,142005,0,10,733,1,True,True,False,6,0,733
2022-12-21,sus,17571,142005,0,10,733,1,True,True,False,7,2,731
2022-12-21,sus,17571,142005,0,10,733,1,True,True,False,8,0,733
2022-12-21,sus,17571,142005,0,10,733,1,True,True,False,9,0,733
2022-12-21,sus,17571,142005,0,10,733,1,True,True,False,10,2,731
2022-12-21,sus,56655,213316,0,10,1958,1,True,True,False,1,91,1867
2022-12-21,sus,56655,213316,0,10,1958,1,True,True,False,2,102,1856
2022-12-21,sus,56655,213316,0,10,1958,1,True,True,False,3,105,1853
2022-12-21,sus,56655,213316,0,10,1958,1,True,True,False,4,147,1811
2022-12-21,sus,56655,213316,0,10,1958,1,True,True,False,5,190,1768
2022-12-21,sus,56655,213316,0,10,1958,1,True,True,False,6,352,1606
2022-12-21,sus,56655,213316,0,10,1958,1,True,True,False,7,535,1423
2022-12-21,sus,56655,213316,0,10,1958,1,True,True,False,8,646,1312
2022-12-21,sus,56655,213316,0,10,1958,1,True,True,False,9,742,1216
2022-12-21,sus,56655,213316,0,10,1958,1,True,True,False,10,618,1340
2022-12-21,sus,50238,57523,0,10,30,1,True,True,False,1,0,30
2022-12-21,sus,50238,57523,0,10,30,1,True,True,False,2,0,30
2022-12-21,sus,50238,57523,0,10,30,1,True,True,False,3,0,30
2022-12-21,sus,50238,57523,0,10,30,1,True,True,False,4,0,30
2022-12-21,sus,50238,57523,0,10,30,1,True,True,False,5,0,30
2022-12-21,sus,50238,57523,0,10,30,1,True,True,False,6,0,30
2022-12-21,sus,50238,57523,0,10,30,1,True,True,False,7,0,30
2022-12-21,sus,50238,57523,0,10,30,1,True,True,False,8,0,30
2022-12-21,sus,50238,57523,0,10,30,1,True,True,False,9,0,30
2022-12-21,sus,50238,57523,0,10,30,1,True,True,False,10,0,30
2022-12-21,sus,207656,210631,4,6,1012,"1,2",True,True,False,1,167,845
2022-12-21,sus,207656,210631,4,6,1012,"1,2",True,True,False,2,452,560
2022-12-21,sus,207656,210631,4,6,1012,"1,2",True,True,False,3,477,535
2022-12-21,sus,207656,210631,4,6,1012,"1,2",True,True,False,4,488,524
2022-12-21,sus,207656,210631,4,6,1012,"1,2",True,True,False,5,493,519
2022-12-21,sus,207656,210631,4,6,1012,"1,2",True,True,False,6,499,513
2022-12-21,sus,207656,210631,4,6,1012,"1,2",True,True,False,7,508,504
2022-12-21,sus,207656,210631,4,6,1012,"1,2",True,True,False,8,507,505
2022-12-21,sus,207656,210631,4,6,1012,"1,2",True,True,False,9,515,497
2022-12-21,sus,207656,210631,4,6,1012,"1,2",True,True,False,10,510,502
2022-12-21,sus,24429,265330,1,9,24,3,True,True,False,1,0,24
2022-12-21,sus,24429,265330,1,9,24,3,True,True,False,2,0,24
2022-12-21,sus,24429,265330,1,9,24,3,True,True,False,3,0,24
2022-12-21,sus,24429,265330,1,9,24,3,True,True,False,4,0,24
2022-12-21,sus,24429,265330,1,9,24,3,True,True,False,5,0,24
2022-12-21,sus,24429,265330,1,9,24,3,True,True,False,6,0,24
2022-12-21,sus,24429,265330,1,9,24,3,True,True,False,7,9,15
2022-12-21,sus,24429,265330,1,9,24,3,True,True,False,8,3,21
2022-12-21,sus,24429,265330,1,9,24,3,True,True,False,9,18,6
2022-12-21,sus,24429,265330,1,9,24,3,True,True,False,10,8,16
2022-12-21,sus,12121,27345,0,10,1,1,True,True,False,1,0,1
2022-12-21,sus,12121,27345,0,10,1,1,True,True,False,2,0,1
2022-12-21,sus,12121,27345,0,10,1,1,True,True,False,3,0,1
2022-12-21,sus,12121,27345,0,10,1,1,True,True,False,4,0,1
2022-12-21,sus,12121,27345,0,10,1,1,True,True,False,5,0,1
2022-12-21,sus,12121,27345,0,10,1,1,True,True,False,6,0,1
2022-12-21,sus,12121,27345,0,10,1,1,True,True,False,7,0,1
2022-12-21,sus,12121,27345,0,10,1,1,True,True,False,8,0,1
2022-12-21,sus,12121,27345,0,10,1,1,True,True,False,9,0,1
2022-12-21,sus,12121,27345,0,10,1,1,True,True,False,10,0,1
2022-12-21,sus,61568,272459,7,3,1,2,True,True,True,1,0,1
2022-12-21,sus,61568,272459,7,3,1,2,True,True,True,2,0,1
2022-12-21,sus,61568,272459,7,3,1,2,True,True,True,3,1,0
2022-12-21,sus,61568,272459,7,3,1,2,True,True,True,4,0,1
2022-12-21,sus,61568,272459,7,3,1,2,True,True,True,5,1,0
2022-12-21,sus,61568,272459,7,3,1,2,True,True,True,6,1,0
2022-12-21,sus,61568,272459,7,3,1,2,True,True,True,7,1,0
2022-12-21,sus,61568,272459,7,3,1,2,True,True,True,8,1,0
2022-12-21,sus,61568,272459,7,3,1,2,True,True,True,9,1,0
2022-12-21,sus,61568,272459,7,3,1,2,True,True,True,10,1,0
2022-12-21,sus,199775,201508,0,10,23,1,True,True,False,1,0,23
2022-12-21,sus,199775,201508,0,10,23,1,True,True,False,2,0,23
2022-12-21,sus,199775,201508,0,10,23,1,True,True,False,3,0,23
2022-12-21,sus,199775,201508,0,10,23,1,True,True,False,4,0,23
2022-12-21,sus,199775,201508,0,10,23,1,True,True,False,5,2,21
2022-12-21,sus,199775,201508,0,10,23,1,True,True,False,6,0,23
2022-12-21,sus,199775,201508,0,10,23,1,True,True,False,7,0,23
2022-12-21,sus,199775,201508,0,10,23,1,True,True,False,8,0,23
2022-12-21,sus,199775,201508,0,10,23,1,True,True,False,9,3,20
2022-12-21,sus,199775,201508,0,10,23,1,True,True,False,10,2,21
2022-12-21,sus,203446,213382,0,10,13,1,True,True,False,1,0,13
2022-12-21,sus,203446,213382,0,10,13,1,True,True,False,2,0,13
2022-12-21,sus,203446,213382,0,10,13,1,True,True,False,3,0,13
2022-12-21,sus,203446,213382,0,10,13,1,True,True,False,4,0,13
2022-12-21,sus,203446,213382,0,10,13,1,True,True,False,5,0,13
2022-12-21,sus,203446,213382,0,10,13,1,True,True,False,6,0,13
2022-12-21,sus,203446,213382,0,10,13,1,True,True,False,7,0,13
2022-12-21,sus,203446,213382,0,10,13,1,True,True,False,8,0,13
2022-12-21,sus,203446,213382,0,10,13,1,True,True,False,9,0,13
2022-12-21,sus,203446,213382,0,10,13,1,True,True,False,10,0,13
2022-12-21,sus,34927,211833,9,1,29,1,True,True,False,1,10,19
2022-12-21,sus,34927,211833,9,1,29,1,True,True,False,2,22,7
2022-12-21,sus,34927,211833,9,1,29,1,True,True,False,3,24,5
2022-12-21,sus,34927,211833,9,1,29,1,True,True,False,4,28,1
2022-12-21,sus,34927,211833,9,1,29,1,True,True,False,5,29,0
2022-12-21,sus,34927,211833,9,1,29,1,True,True,False,6,29,0
2022-12-21,sus,34927,211833,9,1,29,1,True,True,False,7,29,0
2022-12-21,sus,34927,211833,9,1,29,1,True,True,False,8,29,0
2022-12-21,sus,34927,211833,9,1,29,1,True,True,False,9,29,0
2022-12-21,sus,34927,211833,9,1,29,1,True,True,False,10,29,0
2022-12-21,sus,45903,136907,1,9,4,1,True,True,False,1,0,4
2022-12-21,sus,45903,136907,1,9,4,1,True,True,False,2,0,4
2022-12-21,sus,45903,136907,1,9,4,1,True,True,False,3,0,4
2022-12-21,sus,45903,136907,1,9,4,1,True,True,False,4,0,4
2022-12-21,sus,45903,136907,1,9,4,1,True,True,False,5,0,4
2022-12-21,sus,45903,136907,1,9,4,1,True,True,False,6,0,4
2022-12-21,sus,45903,136907,1,9,4,1,True,True,False,7,0,4
2022-12-21,sus,45903,136907,1,9,4,1,True,True,False,8,0,4
2022-12-21,sus,45903,136907,1,9,4,1,True,True,False,9,0,4
2022-12-21,sus,45903,136907,1,9,4,1,True,True,False,10,4,0
2022-12-21,sus,49800,50889,5,5,29,1,True,True,False,1,9,20
2022-12-21,sus,49800,50889,5,5,29,1,True,True,False,2,0,29
2022-12-21,sus,49800,50889,5,5,29,1,True,True,False,3,11,18
2022-12-21,sus,49800,50889,5,5,29,1,True,True,False,4,0,29
2022-12-21,sus,49800,50889,5,5,29,1,True,True,False,5,2,27
2022-12-21,sus,49800,50889,5,5,29,1,True,True,False,6,29,0
2022-12-21,sus,49800,50889,5,5,29,1,True,True,False,7,28,1
2022-12-21,sus,49800,50889,5,5,29,1,True,True,False,8,29,0
2022-12-21,sus,49800,50889,5,5,29,1,True,True,False,9,29,0
2022-12-21,sus,49800,50889,5,5,29,1,True,True,False,10,29,0
2022-12-21,sus,49304,209391,3,7,1,1,True,True,False,1,0,1
2022-12-21,sus,49304,209391,3,7,1,1,True,True,False,2,0,1
2022-12-21,sus,49304,209391,3,7,1,1,True,True,False,3,0,1
2022-12-21,sus,49304,209391,3,7,1,1,True,True,False,4,0,1
2022-12-21,sus,49304,209391,3,7,1,1,True,True,False,5,0,1
2022-12-21,sus,49304,209391,3,7,1,1,True,True,False,6,0,1
2022-12-21,sus,49304,209391,3,7,1,1,True,True,False,7,0,1
2022-12-21,sus,49304,209391,3,7,1,1,True,True,False,8,1,0
2022-12-21,sus,49304,209391,3,7,1,1,True,True,False,9,1,0
2022-12-21,sus,49304,209391,3,7,1,1,True,True,False,10,1,0
2022-12-21,sus,13335,52341,5,5,50,1,True,True,False,1,3,47
2022-12-21,sus,13335,52341,5,5,50,1,True,True,False,2,3,47
2022-12-21,sus,13335,52341,5,5,50,1,True,True,False,3,4,46
2022-12-21,sus,13335,52341,5,5,50,1,True,True,False,4,4,46
2022-12-21,sus,13335,52341,5,5,50,1,True,True,False,5,38,12
2022-12-21,sus,13335,52341,5,5,50,1,True,True,False,6,24,26
2022-12-21,sus,13335,52341,5,5,50,1,True,True,False,7,37,13
2022-12-21,sus,13335,52341,5,5,50,1,True,True,False,8,40,10
2022-12-21,sus,13335,52341,5,5,50,1,True,True,False,9,43,7
2022-12-21,sus,13335,52341,5,5,50,1,True,True,False,10,39,11
2022-12-21,sus,44570,200455,0,10,311,1,True,True,False,1,10,301
2022-12-21,sus,44570,200455,0,10,311,1,True,True,False,2,12,299
2022-12-21,sus,44570,200455,0,10,311,1,True,True,False,3,16,295
2022-12-21,sus,44570,200455,0,10,311,1,True,True,False,4,17,294
2022-12-21,sus,44570,200455,0,10,311,1,True,True,False,5,25,286
2022-12-21,sus,44570,200455,0,10,311,1,True,True,False,6,72,239
2022-12-21,sus,44570,200455,0,10,311,1,True,True,False,7,15,296
2022-12-21,sus,44570,200455,0,10,311,1,True,True,False,8,14,297
2022-12-21,sus,44570,200455,0,10,311,1,True,True,False,9,43,268
2022-12-21,sus,44570,200455,0,10,311,1,True,True,False,10,77,234
2022-12-21,sus,11883,393374,0,10,25,1,False,True,False,1,0,25
2022-12-21,sus,11883,393374,0,10,25,1,False,True,False,2,0,25
2022-12-21,sus,11883,393374,0,10,25,1,False,True,False,3,0,25
2022-12-21,sus,11883,393374,0,10,25,1,False,True,False,4,0,25
2022-12-21,sus,11883,393374,0,10,25,1,False,True,False,5,1,24
2022-12-21,sus,11883,393374,0,10,25,1,False,True,False,6,0,25
2022-12-21,sus,11883,393374,0,10,25,1,False,True,False,7,1,24
2022-12-21,sus,11883,393374,0,10,25,1,False,True,False,8,0,25
2022-12-21,sus,11883,393374,0,10,25,1,False,True,False,9,5,20
2022-12-21,sus,11883,393374,0,10,25,1,False,True,False,10,0,25
2022-12-21,sus,23951,47787,7,3,1,1,True,True,True,1,0,1
2022-12-21,sus,23951,47787,7,3,1,1,True,True,True,2,0,1
2022-12-21,sus,23951,47787,7,3,1,1,True,True,True,3,1,0
2022-12-21,sus,23951,47787,7,3,1,1,True,True,True,4,0,1
2022-12-21,sus,23951,47787,7,3,1,1,True,True,True,5,1,0
2022-12-21,sus,23951,47787,7,3,1,1,True,True,True,6,1,0
2022-12-21,sus,23951,47787,7,3,1,1,True,True,True,7,1,0
2022-12-21,sus,23951,47787,7,3,1,1,True,True,True,8,1,0
2022-12-21,sus,23951,47787,7,3,1,1,True,True,True,9,1,0
2022-12-21,sus,23951,47787,7,3,1,1,True,True,True,10,1,0
2022-12-21,sus,132203,268069,9,1,2,"1,2",True,True,False,1,1,1
2022-12-21,sus,132203,268069,9,1,2,"1,2",True,True,False,2,2,0
2022-12-21,sus,132203,268069,9,1,2,"1,2",True,True,False,3,2,0
2022-12-21,sus,132203,268069,9,1,2,"1,2",True,True,False,4,2,0
2022-12-21,sus,132203,268069,9,1,2,"1,2",True,True,False,5,2,0
2022-12-21,sus,132203,268069,9,1,2,"1,2",True,True,False,6,2,0
2022-12-21,sus,132203,268069,9,1,2,"1,2",True,True,False,7,2,0
2022-12-21,sus,132203,268069,9,1,2,"1,2",True,True,False,8,2,0
2022-12-21,sus,132203,268069,9,1,2,"1,2",True,True,False,9,2,0
2022-12-21,sus,132203,268069,9,1,2,"1,2",True,True,False,10,2,0
2022-12-21,sus,553,53013,0,10,1,3,True,True,False,1,0,1
2022-12-21,sus,553,53013,0,10,1,3,True,True,False,2,0,1
2022-12-21,sus,553,53013,0,10,1,3,True,True,False,3,0,1
2022-12-21,sus,553,53013,0,10,1,3,True,True,False,4,0,1
2022-12-21,sus,553,53013,0,10,1,3,True,True,False,5,0,1
