date,status,attacker,victim,leg_infrence_cnts,sus_infrence_cnts,path_cnts,type,valid_origin,recurrent,local,inference_id,leg_flag,sus_flag
2024-05-15,sus,58057,216093,0,10,19,1,True,True,False,1,3,16
2024-05-15,sus,58057,216093,0,10,19,1,True,True,False,2,4,15
2024-05-15,sus,58057,216093,0,10,19,1,True,True,False,3,2,17
2024-05-15,sus,58057,216093,0,10,19,1,True,True,False,4,2,17
2024-05-15,sus,58057,216093,0,10,19,1,True,True,False,5,0,19
2024-05-15,sus,58057,216093,0,10,19,1,True,True,False,6,2,17
2024-05-15,sus,58057,216093,0,10,19,1,True,True,False,7,2,17
2024-05-15,sus,58057,216093,0,10,19,1,True,True,False,8,0,19
2024-05-15,sus,58057,216093,0,10,19,1,True,True,False,9,2,17
2024-05-15,sus,58057,216093,0,10,19,1,True,True,False,10,2,17
2024-05-15,sus,215028,216107,7,3,7,1,True,True,False,1,7,0
2024-05-15,sus,215028,216107,7,3,7,1,True,True,False,2,6,1
2024-05-15,sus,215028,216107,7,3,7,1,True,True,False,3,6,1
2024-05-15,sus,215028,216107,7,3,7,1,True,True,False,4,7,0
2024-05-15,sus,215028,216107,7,3,7,1,True,True,False,5,1,6
2024-05-15,sus,215028,216107,7,3,7,1,True,True,False,6,6,1
2024-05-15,sus,215028,216107,7,3,7,1,True,True,False,7,5,2
2024-05-15,sus,215028,216107,7,3,7,1,True,True,False,8,1,6
2024-05-15,sus,215028,216107,7,3,7,1,True,True,False,9,6,1
2024-05-15,sus,215028,216107,7,3,7,1,True,True,False,10,3,4
2024-05-15,sus,200454,214913,8,2,69,1,True,False,False,1,60,9
2024-05-15,sus,200454,214913,8,2,69,1,True,False,False,2,54,15
2024-05-15,sus,200454,214913,8,2,69,1,True,False,False,3,46,23
2024-05-15,sus,200454,214913,8,2,69,1,True,False,False,4,0,69
2024-05-15,sus,200454,214913,8,2,69,1,True,False,False,5,8,61
2024-05-15,sus,200454,214913,8,2,69,1,True,False,False,6,55,14
2024-05-15,sus,200454,214913,8,2,69,1,True,False,False,7,48,21
2024-05-15,sus,200454,214913,8,2,69,1,True,False,False,8,40,29
2024-05-15,sus,200454,214913,8,2,69,1,True,False,False,9,62,7
2024-05-15,sus,200454,214913,8,2,69,1,True,False,False,10,36,33
2024-05-15,sus,43733,216084,0,10,1,1,True,True,True,1,0,1
2024-05-15,sus,43733,216084,0,10,1,1,True,True,True,2,0,1
2024-05-15,sus,43733,216084,0,10,1,1,True,True,True,3,0,1
2024-05-15,sus,43733,216084,0,10,1,1,True,True,True,4,0,1
2024-05-15,sus,43733,216084,0,10,1,1,True,True,True,5,0,1
2024-05-15,sus,43733,216084,0,10,1,1,True,True,True,6,0,1
2024-05-15,sus,43733,216084,0,10,1,1,True,True,True,7,0,1
2024-05-15,sus,43733,216084,0,10,1,1,True,True,True,8,0,1
2024-05-15,sus,43733,216084,0,10,1,1,True,True,True,9,0,1
2024-05-15,sus,43733,216084,0,10,1,1,True,True,True,10,0,1
2024-05-15,sus,16637,37460,8,2,228,1,True,True,False,1,0,228
2024-05-15,sus,16637,37460,8,2,228,1,True,True,False,2,0,228
2024-05-15,sus,16637,37460,8,2,228,1,True,True,False,3,136,92
2024-05-15,sus,16637,37460,8,2,228,1,True,True,False,4,137,91
2024-05-15,sus,16637,37460,8,2,228,1,True,True,False,5,184,44
2024-05-15,sus,16637,37460,8,2,228,1,True,True,False,6,156,72
2024-05-15,sus,16637,37460,8,2,228,1,True,True,False,7,180,48
2024-05-15,sus,16637,37460,8,2,228,1,True,True,False,8,196,32
2024-05-15,sus,16637,37460,8,2,228,1,True,True,False,9,198,30
2024-05-15,sus,16637,37460,8,2,228,1,True,True,False,10,214,14
2024-05-15,sus,20473,151544,9,1,25,1,True,True,False,1,12,13
2024-05-15,sus,20473,151544,9,1,25,1,True,True,False,2,14,11
2024-05-15,sus,20473,151544,9,1,25,1,True,True,False,3,19,6
2024-05-15,sus,20473,151544,9,1,25,1,True,True,False,4,17,8
2024-05-15,sus,20473,151544,9,1,25,1,True,True,False,5,20,5
2024-05-15,sus,20473,151544,9,1,25,1,True,True,False,6,20,5
2024-05-15,sus,20473,151544,9,1,25,1,True,True,False,7,21,4
2024-05-15,sus,20473,151544,9,1,25,1,True,True,False,8,22,3
2024-05-15,sus,20473,151544,9,1,25,1,True,True,False,9,24,1
2024-05-15,sus,20473,151544,9,1,25,1,True,True,False,10,21,4
2024-05-15,sus,13335,43733,0,10,1,1,True,True,True,1,0,1
2024-05-15,sus,13335,43733,0,10,1,1,True,True,True,2,0,1
2024-05-15,sus,13335,43733,0,10,1,1,True,True,True,3,0,1
2024-05-15,sus,13335,43733,0,10,1,1,True,True,True,4,0,1
2024-05-15,sus,13335,43733,0,10,1,1,True,True,True,5,0,1
2024-05-15,sus,13335,43733,0,10,1,1,True,True,True,6,0,1
2024-05-15,sus,13335,43733,0,10,1,1,True,True,True,7,0,1
2024-05-15,sus,13335,43733,0,10,1,1,True,True,True,8,0,1
2024-05-15,sus,13335,43733,0,10,1,1,True,True,True,9,0,1
2024-05-15,sus,13335,43733,0,10,1,1,True,True,True,10,0,1
2024-05-15,sus,24482,61154,9,1,1,1,True,True,False,1,0,1
2024-05-15,sus,24482,61154,9,1,1,1,True,True,False,2,1,0
2024-05-15,sus,24482,61154,9,1,1,1,True,True,False,3,1,0
2024-05-15,sus,24482,61154,9,1,1,1,True,True,False,4,1,0
