date,status,attacker,victim,leg_infrence_cnts,sus_infrence_cnts,path_cnts,type,valid_origin,recurrent,local,inference_id,leg_flag,sus_flag
2022-06-25,sus,270160,271915,4,6,1,1,True,True,False,1,0,1
2022-06-25,sus,270160,271915,4,6,1,1,True,True,False,2,0,1
2022-06-25,sus,270160,271915,4,6,1,1,True,True,False,3,0,1
2022-06-25,sus,270160,271915,4,6,1,1,True,True,False,4,0,1
2022-06-25,sus,270160,271915,4,6,1,1,True,True,False,5,0,1
2022-06-25,sus,270160,271915,4,6,1,1,True,True,False,6,1,0
2022-06-25,sus,270160,271915,4,6,1,1,True,True,False,7,0,1
2022-06-25,sus,270160,271915,4,6,1,1,True,True,False,8,1,0
2022-06-25,sus,270160,271915,4,6,1,1,True,True,False,9,1,0
2022-06-25,sus,270160,271915,4,6,1,1,True,True,False,10,1,0
2022-06-25,sus,136933,138630,2,8,129,1,True,True,False,1,18,111
2022-06-25,sus,136933,138630,2,8,129,1,True,True,False,2,44,85
2022-06-25,sus,136933,138630,2,8,129,1,True,True,False,3,113,16
2022-06-25,sus,136933,138630,2,8,129,1,True,True,False,4,22,107
2022-06-25,sus,136933,138630,2,8,129,1,True,True,False,5,96,33
2022-06-25,sus,136933,138630,2,8,129,1,True,True,False,6,39,90
2022-06-25,sus,136933,138630,2,8,129,1,True,True,False,7,0,129
2022-06-25,sus,136933,138630,2,8,129,1,True,True,False,8,0,129
2022-06-25,sus,136933,138630,2,8,129,1,True,True,False,9,4,125
2022-06-25,sus,136933,138630,2,8,129,1,True,True,False,10,52,77
2022-06-25,sus,2,270293,0,10,6,1,False,True,False,1,0,6
2022-06-25,sus,2,270293,0,10,6,1,False,True,False,2,0,6
2022-06-25,sus,2,270293,0,10,6,1,False,True,False,3,0,6
2022-06-25,sus,2,270293,0,10,6,1,False,True,False,4,0,6
2022-06-25,sus,2,270293,0,10,6,1,False,True,False,5,0,6
2022-06-25,sus,2,270293,0,10,6,1,False,True,False,6,0,6
2022-06-25,sus,2,270293,0,10,6,1,False,True,False,7,0,6
2022-06-25,sus,2,270293,0,10,6,1,False,True,False,8,0,6
2022-06-25,sus,2,270293,0,10,6,1,False,True,False,9,0,6
2022-06-25,sus,2,270293,0,10,6,1,False,True,False,10,0,6
2022-06-25,sus,7578,137409,4,6,6,1,False,True,False,1,6,0
2022-06-25,sus,7578,137409,4,6,6,1,False,True,False,2,0,6
2022-06-25,sus,7578,137409,4,6,6,1,False,True,False,3,0,6
2022-06-25,sus,7578,137409,4,6,6,1,False,True,False,4,0,6
2022-06-25,sus,7578,137409,4,6,6,1,False,True,False,5,6,0
2022-06-25,sus,7578,137409,4,6,6,1,False,True,False,6,0,6
2022-06-25,sus,7578,137409,4,6,6,1,False,True,False,7,2,4
2022-06-25,sus,7578,137409,4,6,6,1,False,True,False,8,6,0
2022-06-25,sus,7578,137409,4,6,6,1,False,True,False,9,6,0
2022-06-25,sus,7578,137409,4,6,6,1,False,True,False,10,3,3
2022-06-25,sus,37638,60171,8,2,74,1,True,True,False,1,24,50
2022-06-25,sus,37638,60171,8,2,74,1,True,True,False,2,28,46
2022-06-25,sus,37638,60171,8,2,74,1,True,True,False,3,65,9
2022-06-25,sus,37638,60171,8,2,74,1,True,True,False,4,65,9
2022-06-25,sus,37638,60171,8,2,74,1,True,True,False,5,50,24
2022-06-25,sus,37638,60171,8,2,74,1,True,True,False,6,70,4
2022-06-25,sus,37638,60171,8,2,74,1,True,True,False,7,60,14
2022-06-25,sus,37638,60171,8,2,74,1,True,True,False,8,69,5
2022-06-25,sus,37638,60171,8,2,74,1,True,True,False,9,70,4
2022-06-25,sus,37638,60171,8,2,74,1,True,True,False,10,72,2
2022-06-25,sus,328977,328987,0,10,336,1,True,True,False,1,55,281
2022-06-25,sus,328977,328987,0,10,336,1,True,True,False,2,61,275
2022-06-25,sus,328977,328987,0,10,336,1,True,True,False,3,57,279
2022-06-25,sus,328977,328987,0,10,336,1,True,True,False,4,61,275
2022-06-25,sus,328977,328987,0,10,336,1,True,True,False,5,69,267
2022-06-25,sus,328977,328987,0,10,336,1,True,True,False,6,60,276
2022-06-25,sus,328977,328987,0,10,336,1,True,True,False,7,81,255
2022-06-25,sus,328977,328987,0,10,336,1,True,True,False,8,78,258
2022-06-25,sus,328977,328987,0,10,336,1,True,True,False,9,81,255
2022-06-25,sus,328977,328987,0,10,336,1,True,True,False,10,74,262
2022-06-25,sus,265412,266936,0,10,592,1,True,True,False,1,45,547
2022-06-25,sus,265412,266936,0,10,592,1,True,True,False,2,43,549
2022-06-25,sus,265412,266936,0,10,592,1,True,True,False,3,46,546
2022-06-25,sus,265412,266936,0,10,592,1,True,True,False,4,49,543
2022-06-25,sus,265412,266936,0,10,592,1,True,True,False,5,51,541
2022-06-25,sus,265412,266936,0,10,592,1,True,True,False,6,67,525
2022-06-25,sus,265412,266936,0,10,592,1,True,True,False,7,59,533
2022-06-25,sus,265412,266936,0,10,592,1,True,True,False,8,60,532
2022-06-25,sus,265412,266936,0,10,592,1,True,True,False,9,52,540
2022-06-25,sus,265412,266936,0,10,592,1,True,True,False,10,57,535
2022-06-25,sus,9790,14593,0,10,6,1,True,True,False,1,0,6
2022-06-25,sus,9790,14593,0,10,6,1,True,True,False,2,0,6
2022-06-25,sus,9790,14593,0,10,6,1,True,True,False,3,0,6
2022-06-25,sus,9790,14593,0,10,6,1,True,True,False,4,0,6
2022-06-25,sus,9790,14593,0,10,6,1,True,True,False,5,0,6
2022-06-25,sus,9790,14593,0,10,6,1,True,True,False,6,0,6
2022-06-25,sus,9790,14593,0,10,6,1,True,True,False,7,0,6
2022-06-25,sus,9790,14593,0,10,6,1,True,True,False,8,2,4
2022-06-25,sus,9790,14593,0,10,6,1,True,True,False,9,1,5
2022-06-25,sus,9790,14593,0,10,6,1,True,True,False,10,1,5
2022-06-25,sus,44570,204508,8,2,997,1,True,True,False,1,319,678
2022-06-25,sus,44570,204508,8,2,997,1,True,True,False,2,488,509
2022-06-25,sus,44570,204508,8,2,997,1,True,True,False,3,702,295
2022-06-25,sus,44570,204508,8,2,997,1,True,True,False,4,717,280
2022-06-25,sus,44570,204508,8,2,997,1,True,True,False,5,710,287
2022-06-25,sus,44570,204508,8,2,997,1,True,True,False,6,721,276
2022-06-25,sus,44570,204508,8,2,997,1,True,True,False,7,854,143
2022-06-25,sus,44570,204508,8,2,997,1,True,True,False,8,824,173
2022-06-25,sus,44570,204508,8,2,997,1,True,True,False,9,771,226
2022-06-25,sus,44570,204508,8,2,997,1,True,True,False,10,915,82
2022-06-25,sus,270006,272801,0,10,2,1,True,True,False,1,0,2
2022-06-25,sus,270006,272801,0,10,2,1,True,True,False,2,0,2
2022-06-25,sus,270006,272801,0,10,2,1,True,True,False,3,0,2
2022-06-25,sus,270006,272801,0,10,2,1,True,True,False,4,0,2
2022-06-25,sus,270006,272801,0,10,2,1,True,True,False,5,0,2
2022-06-25,sus,270006,272801,0,10,2,1,True,True,False,6,0,2
2022-06-25,sus,270006,272801,0,10,2,1,True,True,False,7,0,2
2022-06-25,sus,270006,272801,0,10,2,1,True,True,False,8,0,2
2022-06-25,sus,270006,272801,0,10,2,1,True,True,False,9,0,2
2022-06-25,sus,270006,272801,0,10,2,1,True,True,False,10,0,2
2022-06-25,sus,48659,48850,0,10,1,2,True,True,False,1,0,1
2022-06-25,sus,48659,48850,0,10,1,2,True,True,False,2,0,1
2022-06-25,sus,48659,48850,0,10,1,2,True,True,False,3,0,1
2022-06-25,sus,48659,48850,0,10,1,2,True,True,False,4,0,1
2022-06-25,sus,48659,48850,0,10,1,2,True,True,False,5,0,1
2022-06-25,sus,48659,48850,0,10,1,2,True,True,False,6,0,1
2022-06-25,sus,48659,48850,0,10,1,2,True,True,False,7,0,1
2022-06-25,sus,48659,48850,0,10,1,2,True,True,False,8,0,1
2022-06-25,sus,48659,48850,0,10,1,2,True,True,False,9,0,1
2022-06-25,sus,48659,48850,0,10,1,2,True,True,False,10,0,1
2022-06-25,sus,59796,149790,5,5,13,1,True,True,False,1,0,13
2022-06-25,sus,59796,149790,5,5,13,1,True,True,False,2,0,13
2022-06-25,sus,59796,149790,5,5,13,1,True,True,False,3,1,12
2022-06-25,sus,59796,149790,5,5,13,1,True,True,False,4,0,13
2022-06-25,sus,59796,149790,5,5,13,1,True,True,False,5,3,10
2022-06-25,sus,59796,149790,5,5,13,1,True,True,False,6,7,6
2022-06-25,sus,59796,149790,5,5,13,1,True,True,False,7,10,3
2022-06-25,sus,59796,149790,5,5,13,1,True,True,False,8,12,1
2022-06-25,sus,59796,149790,5,5,13,1,True,True,False,9,13,0
2022-06-25,sus,59796,149790,5,5,13,1,True,True,False,10,11,2
2022-06-25,sus,917,396503,0,10,2,1,True,True,False,1,1,1
2022-06-25,sus,917,396503,0,10,2,1,True,True,False,2,1,1
2022-06-25,sus,917,396503,0,10,2,1,True,True,False,3,1,1
2022-06-25,sus,917,396503,0,10,2,1,True,True,False,4,1,1
2022-06-25,sus,917,396503,0,10,2,1,True,True,False,5,1,1
2022-06-25,sus,917,396503,0,10,2,1,True,True,False,6,1,1
2022-06-25,sus,917,396503,0,10,2,1,True,True,False,7,1,1
2022-06-25,sus,917,396503,0,10,2,1,True,True,False,8,1,1
2022-06-25,sus,917,396503,0,10,2,1,True,True,False,9,1,1
2022-06-25,sus,917,396503,0,10,2,1,True,True,False,10,1,1
