date,status,attacker,victim,leg_infrence_cnts,sus_infrence_cnts,path_cnts,type,valid_origin,recurrent,local,inference_id,leg_flag,sus_flag
2022-10-25,leg,9957,53813,10,0,1,1,True,False,False,1,1,0
2022-10-25,leg,9957,53813,10,0,1,1,True,False,False,2,1,0
2022-10-25,leg,9957,53813,10,0,1,1,True,False,False,3,1,0
2022-10-25,leg,9957,53813,10,0,1,1,True,False,False,4,1,0
2022-10-25,leg,9957,53813,10,0,1,1,True,False,False,5,1,0
2022-10-25,leg,9957,53813,10,0,1,1,True,False,False,6,1,0
2022-10-25,leg,9957,53813,10,0,1,1,True,False,False,7,1,0
2022-10-25,leg,9957,53813,10,0,1,1,True,False,False,8,1,0
2022-10-25,leg,9957,53813,10,0,1,1,True,False,False,9,1,0
2022-10-25,leg,9957,53813,10,0,1,1,True,False,False,10,1,0
2022-10-25,leg,48200,60876,10,0,1,1,True,False,False,1,1,0
2022-10-25,leg,48200,60876,10,0,1,1,True,False,False,2,1,0
2022-10-25,leg,48200,60876,10,0,1,1,True,False,False,3,1,0
2022-10-25,leg,48200,60876,10,0,1,1,True,False,False,4,1,0
2022-10-25,leg,48200,60876,10,0,1,1,True,False,False,5,1,0
2022-10-25,leg,48200,60876,10,0,1,1,True,False,False,6,1,0
2022-10-25,leg,48200,60876,10,0,1,1,True,False,False,7,1,0
2022-10-25,leg,48200,60876,10,0,1,1,True,False,False,8,1,0
2022-10-25,leg,48200,60876,10,0,1,1,True,False,False,9,1,0
2022-10-25,leg,48200,60876,10,0,1,1,True,False,False,10,1,0
2022-10-25,leg,16276,43833,10,0,2,2,True,False,False,1,2,0
2022-10-25,leg,16276,43833,10,0,2,2,True,False,False,2,2,0
2022-10-25,leg,16276,43833,10,0,2,2,True,False,False,3,2,0
2022-10-25,leg,16276,43833,10,0,2,2,True,False,False,4,2,0
2022-10-25,leg,16276,43833,10,0,2,2,True,False,False,5,2,0
2022-10-25,leg,16276,43833,10,0,2,2,True,False,False,6,2,0
2022-10-25,leg,16276,43833,10,0,2,2,True,False,False,7,2,0
2022-10-25,leg,16276,43833,10,0,2,2,True,False,False,8,2,0
2022-10-25,leg,16276,43833,10,0,2,2,True,False,False,9,2,0
2022-10-25,leg,16276,43833,10,0,2,2,True,False,False,10,2,0
2022-10-25,leg,6939,329028,10,0,15,1,True,False,False,1,15,0
2022-10-25,leg,6939,329028,10,0,15,1,True,False,False,2,15,0
2022-10-25,leg,6939,329028,10,0,15,1,True,False,False,3,15,0
2022-10-25,leg,6939,329028,10,0,15,1,True,False,False,4,15,0
2022-10-25,leg,6939,329028,10,0,15,1,True,False,False,5,15,0
2022-10-25,leg,6939,329028,10,0,15,1,True,False,False,6,15,0
2022-10-25,leg,6939,329028,10,0,15,1,True,False,False,7,15,0
2022-10-25,leg,6939,329028,10,0,15,1,True,False,False,8,15,0
2022-10-25,leg,6939,329028,10,0,15,1,True,False,False,9,15,0
2022-10-25,leg,6939,329028,10,0,15,1,True,False,False,10,15,0
2022-10-25,leg,269587,271253,10,0,1,1,True,False,False,1,1,0
2022-10-25,leg,269587,271253,10,0,1,1,True,False,False,2,1,0
2022-10-25,leg,269587,271253,10,0,1,1,True,False,False,3,1,0
2022-10-25,leg,269587,271253,10,0,1,1,True,False,False,4,1,0
2022-10-25,leg,269587,271253,10,0,1,1,True,False,False,5,1,0
2022-10-25,leg,269587,271253,10,0,1,1,True,False,False,6,1,0
2022-10-25,leg,269587,271253,10,0,1,1,True,False,False,7,1,0
2022-10-25,leg,269587,271253,10,0,1,1,True,False,False,8,1,0
2022-10-25,leg,269587,271253,10,0,1,1,True,False,False,9,1,0
2022-10-25,leg,269587,271253,10,0,1,1,True,False,False,10,1,0
2022-10-25,leg,44103,47447,10,0,1,1,True,False,False,1,1,0
2022-10-25,leg,44103,47447,10,0,1,1,True,False,False,2,1,0
2022-10-25,leg,44103,47447,10,0,1,1,True,False,False,3,1,0
2022-10-25,leg,44103,47447,10,0,1,1,True,False,False,4,1,0
2022-10-25,leg,44103,47447,10,0,1,1,True,False,False,5,1,0
2022-10-25,leg,44103,47447,10,0,1,1,True,False,False,6,1,0
2022-10-25,leg,44103,47447,10,0,1,1,True,False,False,7,1,0
2022-10-25,leg,44103,47447,10,0,1,1,True,False,False,8,1,0
2022-10-25,leg,44103,47447,10,0,1,1,True,False,False,9,1,0
2022-10-25,leg,44103,47447,10,0,1,1,True,False,False,10,1,0
2022-10-25,leg,52545,53046,10,0,2,"1,2",True,False,True,1,2,0
2022-10-25,leg,52545,53046,10,0,2,"1,2",True,False,True,2,2,0
2022-10-25,leg,52545,53046,10,0,2,"1,2",True,False,True,3,2,0
2022-10-25,leg,52545,53046,10,0,2,"1,2",True,False,True,4,2,0
2022-10-25,leg,52545,53046,10,0,2,"1,2",True,False,True,5,2,0
2022-10-25,leg,52545,53046,10,0,2,"1,2",True,False,True,6,2,0
2022-10-25,leg,52545,53046,10,0,2,"1,2",True,False,True,7,2,0
2022-10-25,leg,52545,53046,10,0,2,"1,2",True,False,True,8,2,0
2022-10-25,leg,52545,53046,10,0,2,"1,2",True,False,True,9,2,0
2022-10-25,leg,52545,53046,10,0,2,"1,2",True,False,True,10,2,0
