date,status,attacker,victim,leg_infrence_cnts,sus_infrence_cnts,path_cnts,type,valid_origin,recurrent,local,inference_id,leg_flag,sus_flag
2024-12-18,leg,137515,141731,10,0,3,1,True,False,False,1,3,0
2024-12-18,leg,137515,141731,10,0,3,1,True,False,False,2,3,0
2024-12-18,leg,137515,141731,10,0,3,1,True,False,False,3,3,0
2024-12-18,leg,137515,141731,10,0,3,1,True,False,False,4,3,0
2024-12-18,leg,137515,141731,10,0,3,1,True,False,False,5,3,0
2024-12-18,leg,137515,141731,10,0,3,1,True,False,False,6,3,0
2024-12-18,leg,137515,141731,10,0,3,1,True,False,False,7,3,0
2024-12-18,leg,137515,141731,10,0,3,1,True,False,False,8,3,0
2024-12-18,leg,137515,141731,10,0,3,1,True,False,False,9,3,0
2024-12-18,leg,137515,141731,10,0,3,1,True,False,False,10,3,0
2024-12-18,leg,4818,10094,10,0,6,2,True,False,False,1,6,0
2024-12-18,leg,4818,10094,10,0,6,2,True,False,False,2,6,0
2024-12-18,leg,4818,10094,10,0,6,2,True,False,False,3,6,0
2024-12-18,leg,4818,10094,10,0,6,2,True,False,False,4,6,0
2024-12-18,leg,4818,10094,10,0,6,2,True,False,False,5,6,0
2024-12-18,leg,4818,10094,10,0,6,2,True,False,False,6,6,0
2024-12-18,leg,4818,10094,10,0,6,2,True,False,False,7,6,0
2024-12-18,leg,4818,10094,10,0,6,2,True,False,False,8,6,0
2024-12-18,leg,4818,10094,10,0,6,2,True,False,False,9,6,0
2024-12-18,leg,4818,10094,10,0,6,2,True,False,False,10,6,0
2024-12-18,leg,53343,394177,10,0,253,"1,2",False,False,False,1,138,115
2024-12-18,leg,53343,394177,10,0,253,"1,2",False,False,False,2,197,56
2024-12-18,leg,53343,394177,10,0,253,"1,2",False,False,False,3,186,67
2024-12-18,leg,53343,394177,10,0,253,"1,2",False,False,False,4,192,61
2024-12-18,leg,53343,394177,10,0,253,"1,2",False,False,False,5,189,64
2024-12-18,leg,53343,394177,10,0,253,"1,2",False,False,False,6,184,69
2024-12-18,leg,53343,394177,10,0,253,"1,2",False,False,False,7,231,22
2024-12-18,leg,53343,394177,10,0,253,"1,2",False,False,False,8,236,17
2024-12-18,leg,53343,394177,10,0,253,"1,2",False,False,False,9,235,18
2024-12-18,leg,53343,394177,10,0,253,"1,2",False,False,False,10,228,25
2024-12-18,leg,20144,53427,10,0,1,1,True,False,False,1,1,0
2024-12-18,leg,20144,53427,10,0,1,1,True,False,False,2,1,0
2024-12-18,leg,20144,53427,10,0,1,1,True,False,False,3,1,0
2024-12-18,leg,20144,53427,10,0,1,1,True,False,False,4,1,0
2024-12-18,leg,20144,53427,10,0,1,1,True,False,False,5,1,0
2024-12-18,leg,20144,53427,10,0,1,1,True,False,False,6,1,0
2024-12-18,leg,20144,53427,10,0,1,1,True,False,False,7,1,0
2024-12-18,leg,20144,53427,10,0,1,1,True,False,False,8,1,0
2024-12-18,leg,20144,53427,10,0,1,1,True,False,False,9,1,0
2024-12-18,leg,20144,53427,10,0,1,1,True,False,False,10,1,0
2024-12-18,leg,22356,267475,10,0,1,2,True,False,False,1,1,0
2024-12-18,leg,22356,267475,10,0,1,2,True,False,False,2,1,0
2024-12-18,leg,22356,267475,10,0,1,2,True,False,False,3,1,0
2024-12-18,leg,22356,267475,10,0,1,2,True,False,False,4,1,0
2024-12-18,leg,22356,267475,10,0,1,2,True,False,False,5,1,0
2024-12-18,leg,22356,267475,10,0,1,2,True,False,False,6,1,0
2024-12-18,leg,22356,267475,10,0,1,2,True,False,False,7,1,0
2024-12-18,leg,22356,267475,10,0,1,2,True,False,False,8,1,0
2024-12-18,leg,22356,267475,10,0,1,2,True,False,False,9,1,0
2024-12-18,leg,22356,267475,10,0,1,2,True,False,False,10,1,0
2024-12-18,leg,55285,61568,10,0,1,1,True,True,False,1,1,0
2024-12-18,leg,55285,61568,10,0,1,1,True,True,False,2,1,0
2024-12-18,leg,55285,61568,10,0,1,1,True,True,False,3,1,0
2024-12-18,leg,55285,61568,10,0,1,1,True,True,False,4,1,0
2024-12-18,leg,55285,61568,10,0,1,1,True,True,False,5,1,0
2024-12-18,leg,55285,61568,10,0,1,1,True,True,False,6,1,0
2024-12-18,leg,55285,61568,10,0,1,1,True,True,False,7,1,0
2024-12-18,leg,55285,61568,10,0,1,1,True,True,False,8,1,0
2024-12-18,leg,55285,61568,10,0,1,1,True,True,False,9,1,0
2024-12-18,leg,55285,61568,10,0,1,1,True,True,False,10,1,0
2024-12-18,leg,138423,142647,10,0,197,1,True,False,False,1,197,0
2024-12-18,leg,138423,142647,10,0,197,1,True,False,False,2,197,0
2024-12-18,leg,138423,142647,10,0,197,1,True,False,False,3,197,0
2024-12-18,leg,138423,142647,10,0,197,1,True,False,False,4,197,0
2024-12-18,leg,138423,142647,10,0,197,1,True,False,False,5,197,0
2024-12-18,leg,138423,142647,10,0,197,1,True,False,False,6,197,0
2024-12-18,leg,138423,142647,10,0,197,1,True,False,False,7,197,0
2024-12-18,leg,138423,142647,10,0,197,1,True,False,False,8,197,0
2024-12-18,leg,138423,142647,10,0,197,1,True,False,False,9,197,0
2024-12-18,leg,138423,142647,10,0,197,1,True,False,False,10,197,0
2024-12-18,leg,262589,267807,10,0,40,1,True,True,False,1,32,8
2024-12-18,leg,262589,267807,10,0,40,1,True,True,False,2,24,16
2024-12-18,leg,262589,267807,10,0,40,1,True,True,False,3,34,6
2024-12-18,leg,262589,267807,10,0,40,1,True,True,False,4,36,4
2024-12-18,leg,262589,267807,10,0,40,1,True,True,False,5,26,14
2024-12-18,leg,262589,267807,10,0,40,1,True,True,False,6,36,4
2024-12-18,leg,262589,267807,10,0,40,1,True,True,False,7,36,4
2024-12-18,leg,262589,267807,10,0,40,1,True,True,False,8,36,4
2024-12-18,leg,262589,267807,10,0,40,1,True,True,False,9,36,4
2024-12-18,leg,262589,267807,10,0,40,1,True,True,False,10,36,4
2024-12-18,leg,12541,208939,10,0,80,1,True,False,False,1,80,0
