date,status,attacker,victim,leg_infrence_cnts,sus_infrence_cnts,path_cnts,type,valid_origin,recurrent,local,inference_id,leg_flag,sus_flag
2023-05-17,leg,25091,263998,10,0,27,"1,2,3",True,False,True,1,26,1
2023-05-17,leg,25091,263998,10,0,27,"1,2,3",True,False,True,2,26,1
2023-05-17,leg,25091,263998,10,0,27,"1,2,3",True,False,True,3,26,1
2023-05-17,leg,25091,263998,10,0,27,"1,2,3",True,False,True,4,27,0
2023-05-17,leg,25091,263998,10,0,27,"1,2,3",True,False,True,5,27,0
2023-05-17,leg,25091,263998,10,0,27,"1,2,3",True,False,True,6,27,0
2023-05-17,leg,25091,263998,10,0,27,"1,2,3",True,False,True,7,27,0
2023-05-17,leg,25091,263998,10,0,27,"1,2,3",True,False,True,8,27,0
2023-05-17,leg,25091,263998,10,0,27,"1,2,3",True,False,True,9,27,0
2023-05-17,leg,25091,263998,10,0,27,"1,2,3",True,False,True,10,27,0
2023-05-17,leg,1299,21623,10,0,131,1,True,False,False,1,130,1
2023-05-17,leg,1299,21623,10,0,131,1,True,False,False,2,131,0
2023-05-17,leg,1299,21623,10,0,131,1,True,False,False,3,131,0
2023-05-17,leg,1299,21623,10,0,131,1,True,False,False,4,131,0
2023-05-17,leg,1299,21623,10,0,131,1,True,False,False,5,131,0
2023-05-17,leg,1299,21623,10,0,131,1,True,False,False,6,131,0
2023-05-17,leg,1299,21623,10,0,131,1,True,False,False,7,131,0
2023-05-17,leg,1299,21623,10,0,131,1,True,False,False,8,131,0
2023-05-17,leg,1299,21623,10,0,131,1,True,False,False,9,131,0
2023-05-17,leg,1299,21623,10,0,131,1,True,False,False,10,131,0
2023-05-17,leg,49037,209141,10,0,1,1,True,False,False,1,1,0
2023-05-17,leg,49037,209141,10,0,1,1,True,False,False,2,1,0
2023-05-17,leg,49037,209141,10,0,1,1,True,False,False,3,1,0
2023-05-17,leg,49037,209141,10,0,1,1,True,False,False,4,1,0
2023-05-17,leg,49037,209141,10,0,1,1,True,False,False,5,1,0
2023-05-17,leg,49037,209141,10,0,1,1,True,False,False,6,1,0
2023-05-17,leg,49037,209141,10,0,1,1,True,False,False,7,1,0
2023-05-17,leg,49037,209141,10,0,1,1,True,False,False,8,1,0
2023-05-17,leg,49037,209141,10,0,1,1,True,False,False,9,1,0
2023-05-17,leg,49037,209141,10,0,1,1,True,False,False,10,1,0
2023-05-17,leg,9125,25431,10,0,6,1,True,False,False,1,6,0
2023-05-17,leg,9125,25431,10,0,6,1,True,False,False,2,6,0
2023-05-17,leg,9125,25431,10,0,6,1,True,False,False,3,6,0
2023-05-17,leg,9125,25431,10,0,6,1,True,False,False,4,6,0
2023-05-17,leg,9125,25431,10,0,6,1,True,False,False,5,6,0
2023-05-17,leg,9125,25431,10,0,6,1,True,False,False,6,6,0
2023-05-17,leg,9125,25431,10,0,6,1,True,False,False,7,6,0
